【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。​展开全文c,国家应急广播,01月01日22:56 来自微博weibo.com,https://weibo.com/3349909324?refer_flag=1001030103_,4720963998454097,3349909324,刚才不是还6吗。怎么变7了,2022-01-01 22:58:21,995未来可期
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,最近旧金山的江博士有超过200名的留学生阳性找过他咨询和帮助，他说没有一例住院的,2022-01-09 00:13:38,小荷3355
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,转发微博,2022-01-09 00:11:23,渣浪小黑屋
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,疫苗禁忌人员呢？,2022-01-09 00:00:21,Zoe_lili
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,看来我老公短期是回不来了[允悲] 他说他们去法国旅行的同学回来好多都感染了[允悲],2022-01-08 23:53:00,咪猪和阿嘟
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,三岁的孩子到底要不要打国产新冠疫苗,2022-01-08 23:49:18,目前还没有
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,庄老师，三针mrna之后可以打灭活吗,2022-01-08 23:48:34,小马快跑1993
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,对  尽人事听天命  三针路过  等着打加强针,2022-01-08 23:33:48,ath1230577
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,[裂开]听天由命,2022-01-08 23:30:25,郑宅西
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,2+2 的被感染,2022-01-08 23:25:46,天黑之前要飞回母星
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,奥密克戎的疫苗出来能防德尔塔之类的吗,2022-01-08 23:13:35,Ki咪姐姐
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,repost,2022-01-08 23:06:48,客居姑苏
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,确实，我儿在英国留学，也是国内两针灭活+一针辉瑞mRNA。目前还行，年轻人问题不大。,2022-01-08 23:05:17,青铜无忌
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,我在全国群里看见很多反疫苗的，有石家庄的，有成都，包邮区的[笑cry]我三针加强针都打了，还笑话我们西安疫苗接种率高[笑cry],2022-01-08 23:01:19,Reading_VV
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,相信科学，做好防护，顺其自然吧,2022-01-08 23:00:24,人有眼目而明见万象
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,图片评论 http://t.cn/A6JUxtgh,2022-01-09 05:28:44,天天美美笑笑笑
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,带有呼吸阀的N95是确认自己没有感染的情况下戴的，否则呼出的气体使别人易感染，反而医用外科不会。,2022-01-08 23:13:43,因为你老笑所以大家以为你不会哭
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,疫苗接种率高，无症状感染可能性就越大。这种日常防疫不容易发现，一旦发现大概率已经传播了一阵，这时候流调都很难追踪。这轮疫情全国都难啊,2022-01-09 00:12:55,ayumm5961
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,内地打了一针灭活，第二针是在国内打完灭活再走，还是直接去国外打mRNA,2022-01-09 00:10:11,fredjfeng
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,中国人不是相信科学，是比较听话,2022-01-09 01:44:07,正宗王老道
